,couple_id,QUESTIONS,user_id1,user_id2,key,1_1,2_1,3_1,4_1,5_1,1_2,2_2,3_2,4_2,5_2
0,couple_0,,vk_10382506,tg_245709644,key_7ec993ac-1c2,,,,,,,,,,
1,couple_1,,vk_154502531,tg_245709644,key_7ec993ac,5.0,3.0,1.0,,,,,,,
